"facility_id","property_id","value"
"park-081","fee-monthly","$70"
"park-081","weekday-typical-utilization",470
"park-081","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-082","enclosed",2
"park-082","attended",2
"park-082","capacity",87
"park-082","capacity-accessible",4
"park-082","operator","Republic Parking System"
"park-082","owner","MBTA"
"park-082","contact","MBTA Customer Support"
"park-082","contact-url","http://www.parkmbta.com/"
"park-082","contact-phone","617-222-3200"
"park-082","address","Enon St and Dodge St, Beverly, MA 01915"
"park-082","municipality","Beverly"
"park-082","payment-form-accepted","invoice"
"park-082","payment-form-accepted","mobile-app"
"park-082","payment-app","PayByPhone"
"park-082","payment-app-url","https://www.paybyphone.com/"
"park-082","payment-app-id","4240"
"park-082","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-082","fee-monthly","$70"
"park-082","weekday-typical-utilization",34
"park-082","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-083","enclosed",2
"park-083","attended",1
"park-083","capacity",838
"park-083","capacity-accessible",18
"park-083","operator","Republic Parking System"
"park-083","owner","MBTA"
"park-083","contact","MBTA Customer Support"
"park-083","contact-url","http://www.parkmbta.com/"
"park-083","contact-phone","617-222-3200"
"park-083","address","Hancock St and Hunt St, Quincy, MA 02171"
"park-083","municipality","Quincy"
"park-083","payment-form-accepted","cash"
"park-083","payment-form-accepted","credit-debit-card"
"park-083","payment-form-accepted","invoice"
"park-083","payment-form-accepted","mobile-app"
"park-083","payment-app","PayByPhone"
"park-083","payment-app-url","https://www.paybyphone.com/"
"park-083","payment-app-id","4365"
"park-083","fee-daily","$5 PayByPhone, $5.50 invoice"
"park-083","fee-monthly","$105"
"park-083","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-084","enclosed",2
"park-084","attended",1
"park-084","capacity",354
"park-084","capacity-accessible",8
"park-084","operator","Republic Parking System"
"park-084","owner","MBTA"
"park-084","contact","MBTA Customer Support"
"park-084","contact-url","http://www.parkmbta.com/"
"park-084","contact-phone","617-222-3200"
"park-084","address","Newport Ave Extension and Enterprise Dr, Quincy, MA 02171"
"park-084","municipality","Quincy"
"park-084","payment-form-accepted","cash"
"park-084","payment-form-accepted","credit-debit-card"
"park-084","payment-form-accepted","invoice"
"park-084","payment-form-accepted","mobile-app"
"park-084","payment-app","PayByPhone"
"park-084","payment-app-url","https://www.paybyphone.com/"
"park-084","payment-app-id","4365"
"park-084","fee-daily","$5 PayByPhone, $5.50 invoice"
"park-084","fee-monthly","$105"
"park-084","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-085","enclosed",2
"park-085","attended",2
"park-085","capacity",279
"park-085","capacity-accessible",5
"park-085","operator","Republic Parking System"
"park-085","owner","MBTA"
"park-085","contact","MBTA Customer Support"
"park-085","contact-url","http://www.parkmbta.com/"
"park-085","contact-phone","617-222-3200"
"park-085","address","777 Country Way, Scituate, MA 02066"
"park-085","municipality","Scituate"
"park-085","payment-form-accepted","invoice"
"park-085","payment-form-accepted","mobile-app"
"park-085","payment-app","PayByPhone"
"park-085","payment-app-url","https://www.paybyphone.com/"
"park-085","payment-app-id","4464"
"park-085","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-085","fee-monthly","$70"
"park-085","weekday-typical-utilization",181
"park-085","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-086","enclosed",2
"park-086","attended",2
"park-086","capacity",781
"park-086","capacity-accessible",14
"park-086","operator","Republic Parking System"
"park-086","owner","MBTA"
"park-086","contact","MBTA Customer Support"
"park-086","contact-url","http://www.parkmbta.com/"
"park-086","contact-phone","617-222-3200"
"park-086","address","164 Broadway, Norwood, MA 02062"
"park-086","municipality","Norwood"
"park-086","payment-form-accepted","invoice"
"park-086","payment-form-accepted","mobile-app"
"park-086","payment-app","PayByPhone"
"park-086","payment-app-url","https://www.paybyphone.com/"
"park-086","payment-app-id","4375"
"park-086","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-086","fee-monthly","$70"
"park-086","weekday-typical-utilization",572
"park-086","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-087","enclosed",2
"park-087","attended",2
"park-087","capacity",219
"park-087","capacity-accessible",5
"park-087","operator","Republic Parking System"
"park-087","owner","MBTA"
"park-087","contact","MBTA Customer Support"
"park-087","contact-url","http://www.parkmbta.com/"
"park-087","contact-phone","617-222-3200"
"park-087","address","14 Hill St, Norwood, MA 02062"
"park-087","municipality","Norwood"
"park-087","payment-form-accepted","invoice"
"park-087","payment-form-accepted","mobile-app"
"park-087","payment-app","PayByPhone"
"park-087","payment-app-url","https://www.paybyphone.com/"
"park-087","payment-app-id","4376"
"park-087","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-087","fee-monthly","$70"
"park-087","weekday-typical-utilization",102
"park-087","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-088","enclosed",2
"park-088","attended",1
"park-088","capacity",786
"park-088","capacity-accessible",8
"park-088","operator","Republic Parking System"
"park-088","owner","MBTA"
"park-088","contact","MBTA Customer Support"
"park-088","contact-url","http://www.parkmbta.com/"
"park-088","contact-phone","617-222-3200"
"park-088","address","Washington St at Winter St, Malden 02148"
"park-088","municipality","Malden"
"park-088","payment-form-accepted","cash"
"park-088","payment-form-accepted","credit-debit-card"
"park-088","payment-form-accepted","invoice"
"park-088","payment-form-accepted","mobile-app"
"park-088","payment-app","PayByPhone"
"park-088","payment-app-url","https://www.paybyphone.com/"
"park-088","payment-app-id","4278"
"park-088","fee-daily","$6 PayByPhone, $6.50 invoice"
"park-088","fee-monthly","$200 Premium"
"park-088","weekday-typical-utilization",786
"park-088","weekday-utilization-summary","Insufficient data to determine the time that utilization crosses 90% of capacity"
"park-089","enclosed",2
"park-089","attended",1
"park-089","capacity",428
"park-089","capacity-accessible",3
"park-089","operator","Republic Parking System"
"park-089","owner","MBTA"
"park-089","contact","MBTA Customer Support"
"park-089","contact-url","http://www.parkmbta.com/"
"park-089","contact-phone","617-222-3200"
"park-089","address","1000 Bennington St, East Boston, MA 02128"
"park-089","municipality","Boston"
"park-089","payment-form-accepted","cash"
"park-089","payment-form-accepted","invoice"
"park-089","payment-form-accepted","mobile-app"
"park-089","payment-app","PayByPhone"
"park-089","payment-app-url","https://www.paybyphone.com/"
"park-089","payment-app-id","4388"
"park-089","fee-daily","$5 PayByPhone, $5.50 invoice"
"park-089","fee-monthly","$105"
"park-089","weekday-typical-utilization",329
"park-089","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-090","enclosed",2
"park-090","attended",2
"park-090","capacity",96
"park-090","capacity-accessible",4
"park-090","operator","Republic Parking System"
"park-090","owner","MBTA"
"park-090","contact","MBTA Customer Support"
"park-090","contact-url","http://www.parkmbta.com/"
"park-090","contact-phone","617-222-3200"
"park-090","address","385 Court St, Plymouth, MA 02360"
"park-090","municipality","Plymouth"
"park-090","payment-form-accepted","invoice"
"park-090","payment-form-accepted","mobile-app"
"park-090","payment-app","PayByPhone"
"park-090","payment-app-url","https://www.paybyphone.com/"
"park-090","payment-app-id","4465"
"park-090","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-090","fee-monthly","$70"
"park-090","weekday-typical-utilization",2
"park-090","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-091","enclosed",1
"park-091","attended",1
"park-091","capacity",330
"park-091","capacity-accessible",13
"park-091","operator","Metropark"
"park-091","owner","Private"
"park-091","contact","Metropark"
"park-091","contact-url","http://www.metroparkltd.com/"
"park-091","contact-phone","401-274-9290"
"park-091","address","100 Gaspee St Providence, RI 02903"
"park-091","municipality","Providence"
"park-091","payment-form-accepted","cash"
"park-091","payment-form-accepted","credit-debit-card"
"park-091","fee-daily","N/A"
"park-091","fee-monthly","$170 for full book (23 coupons), $105 for half book (12 coupons)"
"park-091","note","Metropark is responsible for parking maintenance, payments, and snow removal."
"park-092","enclosed",1
"park-092","attended",1
"park-092","capacity",2513
"park-092","capacity-accessible",34
"park-092","operator","Republic Parking System"
"park-092","owner","MBTA"
"park-092","contact","MBTA Customer Support"
"park-092","contact-url","http://www.parkmbta.com/"
"park-092","contact-phone","617-222-3200"
"park-092","address","Burgin Parkway at Centre St, Quincy, MA 02169"
"park-092","municipality","Quincy"
"park-092","payment-form-accepted","cash"
"park-092","payment-form-accepted","credit-debit-card"
"park-092","payment-form-accepted","invoice"
"park-092","payment-form-accepted","smartcard"
"park-092","payment-form-accepted","mobile-app"
"park-092","payment-app","PayByPhone"
"park-092","payment-app-url","https://www.paybyphone.com/"
"park-092","payment-app-id","4466"
"park-092","fee-daily","$7 for first 14 hours, $15 for 14-24 hours"
"park-092","fee-monthly","$200 Premium"
"park-092","weekday-utilization-summary","No data"
"ev-092","capacity",2
"park-093","enclosed",2
"park-093","attended",2
"park-093","capacity",71
"park-093","capacity-accessible",2
"park-093","operator","Republic Parking System"
"park-093","owner","MBTA"
"park-093","contact","MBTA Customer Support"
"park-093","contact-url","http://www.parkmbta.com/"
"park-093","contact-phone","617-222-3200"
"park-093","address","35 Lincoln St, Reading, MA 01867"
"park-093","municipality","Reading"
"park-093","payment-form-accepted","invoice"
"park-093","payment-form-accepted","mobile-app"
"park-093","payment-app","PayByPhone"
"park-093","payment-app-url","https://www.paybyphone.com/"
"park-093","payment-app-id","4279"
"park-093","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-093","fee-monthly","$70"
"park-093","weekday-typical-utilization",64
"park-093","weekday-utilization-summary","Arrive before a certain time"
"park-093","weekday-arrive-before","10:30:00"
"park-094","enclosed",2
"park-094","attended",2
"park-094","capacity",354
"park-094","capacity-accessible",15
"park-094","operator","Republic Parking System"
"park-094","owner","MBTA"
"park-094","contact","MBTA Customer Support"
"park-094","contact-url","http://www.parkmbta.com/"
"park-094","contact-phone","617-222-3200"
"park-094","address","1800 Hyde Park Ave, Hyde Park, MA 02136"
"park-094","municipality","Boston"
"park-094","payment-form-accepted","invoice"
"park-094","payment-form-accepted","mobile-app"
"park-094","payment-app","PayByPhone"
"park-094","payment-app-url","https://www.paybyphone.com/"
"park-094","payment-app-id","4377"
"park-094","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-094","fee-monthly","$70"
"park-094","weekday-typical-utilization",130
"park-094","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-095","enclosed",2
"park-095","attended",1
"park-095","capacity",731
"park-095","capacity-accessible",22
"park-095","operator","Republic Parking System"
"park-095","owner","MBTA"
"park-095","contact","MBTA Customer Support"
"park-095","contact-url","http://www.parkmbta.com/"
"park-095","contact-phone","617-222-3200"
"park-095","address","367 Grove St, off Route 128, Newton, MA 02466"
"park-095","municipality","Newton"
"park-095","payment-form-accepted","cash"
"park-095","payment-form-accepted","credit-debit-card"
"park-095","payment-form-accepted","invoice"
"park-095","payment-form-accepted","mobile-app"
"park-095","payment-app","PayByPhone"
"park-095","payment-app-url","https://www.paybyphone.com/"
"park-095","payment-app-id","4372"
"park-095","fee-daily","$6 PayByPhone, $6.50 invoice"
"park-095","fee-monthly","$125"
"park-095","weekday-typical-utilization",624
"park-095","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-096","enclosed",2
"park-096","attended",2
"park-096","capacity",88
"park-096","operator","Town of Rockport"
"park-096","owner","City/Town"
"park-096","contact","Town of Rockport, Parking Clerk"
"park-096","contact-url","https://www.rockportma.gov/parking-clerk"
"park-096","contact-phone","978-546-6648"
"park-096","address","17 Railroad Ave, Rockport, MA 01966"
"park-096","municipality","Rockport"
"park-096","fee-daily","free"
"park-096","note","Town of Rockport is responsible for parking maintenance, payments, and snow removal."
"park-097","enclosed",2
"park-097","attended",2
"park-097","capacity",152
"park-097","capacity-accessible",4
"park-097","operator","Republic Parking System"
"park-097","owner","MBTA"
"park-097","contact","MBTA Customer Support"
"park-097","contact-url","http://www.parkmbta.com/"
"park-097","contact-phone","617-222-3200"
"park-097","address","1 Belgrade Ave, Roslindale, MA 02131"
"park-097","municipality","Boston"
"park-097","payment-form-accepted","invoice"
"park-097","payment-form-accepted","mobile-app"
"park-097","payment-app","PayByPhone"
"park-097","payment-app-url","https://www.paybyphone.com/"
"park-097","payment-app-id","4379"
"park-097","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-097","fee-monthly","$70"
"park-097","weekday-typical-utilization",88
"park-097","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-098","enclosed",1
"park-098","attended",1
"park-098","capacity",2589
"park-098","capacity-accessible",44
"park-098","operator","Republic Parking System"
"park-098","owner","MBTA"
"park-098","contact","MBTA Customer Support"
"park-098","contact-url","http://www.parkmbta.com/"
"park-098","contact-phone","617-222-3200"
"park-098","address","50 University Ave, Westwood, MA 02090"
"park-098","municipality","Westwood"
"park-098","payment-form-accepted","cash"
"park-098","payment-form-accepted","credit-debit-card"
"park-098","payment-form-accepted","e-zpass"
"park-098","payment-form-accepted","smartcard"
"park-098","fee-daily","$7 for first 14 hours, $14 for 14-24 hours"
"park-098","weekday-utilization-summary","No data"
"ev-098","capacity",4
"park-099","enclosed",2
"park-099","attended",2
"park-099","capacity",282
"park-099","capacity-accessible",7
"park-099","operator","Republic Parking System"
"park-099","owner","MBTA"
"park-099","contact","MBTA Customer Support"
"park-099","contact-url","http://www.parkmbta.com/"
"park-099","contact-phone","617-222-3200"
"park-099","address","70 Railroad Ave, Rowley, MA 01969"
"park-099","municipality","Rowley"
"park-099","payment-form-accepted","invoice"
"park-099","payment-form-accepted","mobile-app"
"park-099","payment-app","PayByPhone"
"park-099","payment-app-url","https://www.paybyphone.com/"
"park-099","payment-app-id","4243"
"park-099","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-099","fee-monthly","$70"
"park-099","weekday-typical-utilization",42
"park-099","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-100","enclosed",2
"park-100","attended",2
"park-100","capacity",287
"park-100","capacity-accessible",9
"park-100","operator","Town of Acton"
"park-100","owner","City/Town"
"park-100","contact","Town of Acton, Parking Clerk"
"park-100","contact-url","http://www.acton-ma.gov/127/South-Acton-Commuter-Lot"
"park-100","contact-phone","978-929-6622"
"park-100","address","4 Central St, Acton, MA 01720"
"park-100","municipality","Acton"
"park-100","payment-form-accepted","cash"
"park-100","payment-form-accepted","mobile-app"
"park-100","payment-app","PassportParking"
"park-100","payment-app-url","https://ppprk.com/park/"
"park-100","payment-app-id","1723"
"park-100","fee-daily","$5 weekdays 6AM - 12 PM"
"park-100","note","Town of Acton is responsible for parking maintenance, payments, and snow removal."
"park-101","enclosed",1
"park-101","attended",1
"park-101","capacity",696
"park-101","capacity-accessible",16
"park-101","operator","Republic Parking System"
"park-101","owner","MBTA"
"park-101","contact","MBTA Customer Support"
"park-101","contact-url","http://www.parkmbta.com/"
"park-101","contact-phone","617-222-3200"
"park-101","address","252 Bridge St, Salem, MA 01970"
"park-101","municipality","Salem"
"park-101","payment-form-accepted","cash"
"park-101","payment-form-accepted","credit-debit-card"
"park-101","payment-form-accepted","smartcard"
"park-101","fee-daily","$5 for first 14 hours, $12 for 14-24 hours"
"park-101","weekday-utilization-summary","No data"
"ev-101","capacity",4
"park-102","enclosed",2
"park-102","attended",2
"park-102","capacity",15
"park-102","capacity-accessible",2
"park-102","operator","Republic Parking System"
"park-102","owner","MBTA"
"park-102","contact","MBTA Customer Support"
"park-102","contact-url","http://www.parkmbta.com/"
"park-102","contact-phone","617-222-3200"
"park-102","address","125 Savin Hill Ave, Dorchester, MA 02124"
"park-102","municipality","Boston"
"park-102","payment-form-accepted","invoice"
"park-102","payment-form-accepted","mobile-app"
"park-102","payment-app","PayByPhone"
"park-102","payment-app-url","https://www.paybyphone.com/"
"park-102","payment-app-id","4468"
"park-102","fee-daily","$5 PayByPhone, $5.50 invoice"
"park-102","weekday-typical-utilization",11
"park-102","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-103","enclosed",2
"park-103","attended",2
"park-103","capacity",542
"park-103","operator","Town of Sharon"
"park-103","owner","City/Town"
"park-103","contact","Sharon City Hall Systems"
"park-103","contact-url","https://www.townofsharon.net/home/pages/railroad-parking"
"park-103","contact-phone","508-381-5456"
"park-103","address","1 Upland Rd, Sharon, MA 02067"
"park-103","municipality","Sharon"
"park-103","payment-form-accepted","credit-debit-card"
"park-103","payment-form-accepted","mobile-app"
"park-103","payment-app","PayByPhone"
"park-103","payment-app-url","https://www.paybyphone.com/"
"park-103","payment-app-id","2232"
"park-103","fee-daily","$4"
"park-103","note","Town of Sharon is responsible for parking maintenance, payments, and snow removal."
"park-104","enclosed",2
"park-104","attended",2
"park-104","capacity",25
"park-104","operator","Town of Shirley"
"park-104","owner","City/Town"
"park-104","contact","Shirley Town Hall"
"park-104","contact-url","http://www.shirley-ma.gov"
"park-104","contact-phone","978-425-2600"
"park-104","address","Ayer Rd and Phoenix St, Shirley, MA 01464"
"park-104","municipality","Shirley"
"park-104","fee-daily","free"
"park-104","note","Town of Shirley is responsible for parking maintenance, payments, and snow removal."
"park-105","enclosed",2
"park-105","attended",2
"park-105","capacity",568
"park-105","capacity-accessible",14
"park-105","operator","Republic Parking System"
"park-105","owner","MBTA"
"park-105","contact","MBTA Customer Support"
"park-105","contact-url","http://www.parkmbta.com/"
"park-105","contact-phone","617-222-3200"
"park-105","address","1315 Newport Ave, Attleboro, MA 02703"
"park-105","municipality","Attleboro"
"park-105","payment-form-accepted","invoice"
"park-105","payment-form-accepted","mobile-app"
"park-105","payment-app","PayByPhone"
"park-105","payment-app-url","https://www.paybyphone.com/"
"park-105","payment-app-id","4380"
"park-105","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-105","fee-monthly","$70"
"park-105","weekday-typical-utilization",568
"park-105","weekday-utilization-summary","Arrive before a certain time"
"park-105","weekday-arrive-before","06:30:00"
"park-106","enclosed",2
"park-106","attended",2
"park-106","capacity",697
"park-106","capacity-accessible",9
"park-106","operator","Republic Parking System"
"park-106","owner","MBTA"
"park-106","contact","MBTA Customer Support"
"park-106","contact-url","http://www.parkmbta.com/"
"park-106","contact-phone","617-222-3200"
"park-106","address","89 Trotter Rd, Weymouth, MA 02190"
"park-106","municipality","Weymouth"
"park-106","payment-form-accepted","invoice"
"park-106","payment-form-accepted","mobile-app"
"park-106","payment-app","PayByPhone"
"park-106","payment-app-url","https://www.paybyphone.com/"
"park-106","payment-app-id","4471"
"park-106","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-106","fee-monthly","$70"
"park-106","weekday-typical-utilization",329
"park-106","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-107","enclosed",2
"park-107","attended",2
"park-107","capacity",364
"park-107","capacity-accessible",8
"park-107","operator","Republic Parking System"
"park-107","owner","MBTA"
"park-107","contact","MBTA Customer Support"
"park-107","contact-url","http://www.parkmbta.com/"
"park-107","contact-phone","617-222-3200"
"park-107","address","87 Southville Rd, Southborough, MA 01772"
"park-107","municipality","Southborough"
"park-107","payment-form-accepted","invoice"
"park-107","payment-form-accepted","mobile-app"
"park-107","payment-app","PayByPhone"
"park-107","payment-app-url","https://www.paybyphone.com/"
"park-107","payment-app-id","4257"
"park-107","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-107","fee-monthly","$70"
"park-107","weekday-typical-utilization",362
"park-107","weekday-utilization-summary","Arrive before a certain time"
"park-107","weekday-arrive-before","07:00:00"
"park-108","enclosed",2
"park-108","attended",2
"park-108","capacity",333
"park-108","capacity-accessible",10
"park-108","operator","Republic Parking System"
"park-108","owner","MBTA"
"park-108","contact","MBTA Customer Support"
"park-108","contact-url","http://www.parkmbta.com/"
"park-108","contact-phone","617-222-3200"
"park-108","address","45 Wyman St, Stoughton, MA 02072"
"park-108","municipality","Stoghton"
"park-108","payment-form-accepted","invoice"
"park-108","payment-form-accepted","mobile-app"
"park-108","payment-app","PayByPhone"
"park-108","payment-app-url","https://www.paybyphone.com/"
"park-108","payment-app-id","4381"
"park-108","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-108","fee-monthly","$70"
"park-108","weekday-typical-utilization",293
"park-108","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-109","enclosed",2
"park-109","attended",2
"park-109","capacity",110
"park-109","capacity-accessible",4
"park-109","operator","Republic Parking System"
"park-109","owner","MBTA"
"park-109","contact","MBTA Customer Support"
"park-109","contact-url","http://www.parkmbta.com/"
"park-109","contact-phone","617-222-3200"
"park-109","address","1230 Bennington St and Walley St, East Boston, MA 02128"
"park-109","municipality","Boston"
"park-109","payment-form-accepted","invoice"
"park-109","payment-form-accepted","mobile-app"
"park-109","payment-app","PayByPhone"
"park-109","payment-app-url","https://www.paybyphone.com/"
"park-109","payment-app-id","4374"
"park-109","fee-daily","$5 PayByPhone, $5.50 invoice"
"park-109","fee-monthly","$105"
"park-109","weekday-typical-utilization",77
"park-109","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-110","enclosed",2
"park-110","attended",1
"park-110","capacity",222
"park-110","capacity-accessible",7
"park-110","operator","Republic Parking System"
"park-110","owner","MBTA"
"park-110","contact","MBTA Customer Support"
"park-110","contact-url","http://www.parkmbta.com/"
"park-110","contact-phone","617-222-3200"
"park-110","address","1 Broadway and 1 Cambridge St, Charlestown, MA 02129"
"park-110","municipality","Boston"
"park-110","payment-form-accepted","cash"
"park-110","payment-form-accepted","credit-debit-card"
"park-110","payment-form-accepted","invoice"
"park-110","payment-form-accepted","mobile-app"
"park-110","payment-app","PayByPhone"
"park-110","payment-app-url","https://www.paybyphone.com/"
"park-110","payment-app-id","4397"
"park-110","fee-daily","$6 PayByPhone, $6.50 invoice"
"park-110","fee-monthly","$125"
"park-110","weekday-typical-utilization",222
"park-110","weekday-utilization-summary","Insufficient data to determine the time that utilization crosses 90% of capacity"
"park-111","enclosed",2
"park-111","attended",2
"park-111","capacity",131
"park-111","capacity-accessible",6
"park-111","operator","Republic Parking System"
"park-111","owner","MBTA"
"park-111","contact","MBTA Customer Support"
"park-111","contact-url","http://www.parkmbta.com/"
"park-111","contact-phone","617-222-3200"
"park-111","address","Burrill St and Railroad Ave, Swampscott, MA 01907"
"park-111","municipality","Swampscott"
"park-111","payment-form-accepted","invoice"
"park-111","payment-form-accepted","mobile-app"
"park-111","payment-app","PayByPhone"
"park-111","payment-app-url","https://www.paybyphone.com/"
"park-111","payment-app-id","4244"
"park-111","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-111","fee-monthly","$70"
"park-111","weekday-typical-utilization",131
"park-111","weekday-utilization-summary","Arrive before a certain time"
"park-111","weekday-arrive-before","07:00:00"
"park-112","enclosed",2
"park-112","attended",2
"park-112","capacity",650
"park-112","capacity-accessible",24
"park-112","operator","Standard Parking"
"park-112","owner","Private"
"park-112","contact","Standard Parking"
"park-112","contact-url","http://www.pvdairport.com/get-here/interlink/interlink-parking"
"park-112","contact-phone","401-737-5465"
"park-112","address"," 700 Jefferson Blvd, Warwick, RI 02886"
"park-112","municipality","Warwick"
"park-112","payment-form-accepted","cash"
"park-112","payment-form-accepted","credit-debit-card"
"park-112","fee-daily","$5 for 24 hours, $35 for each additional consecutive 24-hour period thereafter"
"park-112","fee-monthly","$90"
"park-112","note","Standard Parking is responsible for parking maintenance, payments, and snow removal."
"park-113","enclosed",2
"park-113","attended",2
"park-113","capacity",2
"park-113","capacity-accessible",2
"park-113","address","691 Dudley St, Dorchester, MA 02125"
"park-113","municipality","Boston"
"park-113","fee-daily","free"
"park-114","enclosed",2
"park-114","attended",2
"park-114","capacity",43
"park-114","capacity-accessible",3
"park-114","operator","Republic Parking System"
"park-114","owner","MassDOT"
"park-114","contact","MBTA Customer Support"
"park-114","contact-url","http://www.parkmbta.com/"
"park-114","contact-phone","617-222-3200"
"park-114","address","1395 Washington St, Newton, MA 02465"
"park-114","municipality","Newton"
"park-114","payment-form-accepted","invoice"
"park-114","payment-form-accepted","mobile-app"
"park-114","payment-app","PayByPhone"
"park-114","payment-app-url","https://www.paybyphone.com/"
"park-114","payment-app-id","4266"
"park-114","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-114","fee-monthly","$70"
"park-114","weekday-typical-utilization",39
"park-114","weekday-utilization-summary","Arrive before a certain time"
"park-114","weekday-arrive-before","10:30:00"
"park-115","enclosed",2
"park-115","attended",2
"park-115","capacity",161
"park-115","capacity-accessible",6
"park-115","operator","Republic Parking System"
"park-115","owner","MassDOT"
"park-115","contact","MBTA Customer Support"
"park-115","contact-url","http://www.parkmbta.com/"
"park-115","contact-phone","617-222-3200"
"park-115","address","770 Webster St, West Newton, MA 02465"
"park-115","municipality","Newton"
"park-115","payment-form-accepted","invoice"
"park-115","payment-form-accepted","mobile-app"
"park-115","payment-app","PayByPhone"
"park-115","payment-app-url","https://www.paybyphone.com/"
"park-115","payment-app-id","4269"
"park-115","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-115","fee-monthly","$70"
"park-115","weekday-typical-utilization",55
"park-115","weekday-utilization-summary","Arrive before a certain time"
"park-115","weekday-arrive-before","07:00:00"
"park-116","enclosed",2
"park-116","attended",2
"park-116","capacity",72
"park-116","capacity-accessible",3
"park-116","operator","Republic Parking System"
"park-116","owner","MBTA"
"park-116","contact","MBTA Customer Support"
"park-116","contact-url","http://www.parkmbta.com/"
"park-116","contact-phone","617-222-3200"
"park-116","address","Beacon St and Waban Sq, Newton, MA 02468"
"park-116","municipality","Newton"
"park-116","payment-form-accepted","invoice"
"park-116","payment-form-accepted","mobile-app"
"park-116","payment-app","PayByPhone"
"park-116","payment-app-url","https://www.paybyphone.com/"
"park-116","payment-app-id","4258"
"park-116","fee-daily","$6 PayByPhone, $6.50 invoice"
"park-116","weekday-typical-utilization",68
"park-116","weekday-utilization-summary","Arrive before a certain time"
"park-116","weekday-arrive-before","08:00:00"
"park-117","enclosed",1
"park-117","attended",1
"park-117","capacity",369
"park-117","capacity-accessible",8
"park-117","operator","Montachusett Regional Transit Authority"
"park-117","owner","Local transit authority"
"park-117","contact","MRTA MART Transit"
"park-117","contact-url","http://www.mrta.us"
"park-117","contact-phone","978-345-7711"
"park-117","address","55 Authority Dr, Fitchburg, MA 01420"
"park-117","municipality","Fitchburg"
"park-117","payment-form-accepted","cash"
"park-117","payment-form-accepted","credit-debit-card"
"park-117","fee-daily","$3"
"park-117","fee-monthly","$50"
"park-117","note","Monthly passes can only be purchased the 1st of the month through the 7th of the month. After the 7th of the month passes can only be purchased daily. Passes are only valid for that month it was purchased. Monthly passes are only sold for that present calendar month. Holidays and weekends are free. For overnight parking, tickets must be purchased for 2 days. Montachusett RTA is responsible for parking lot snow removal, maintenance and fee collection. Please contact MBTA Customer Service regarding platform snow removal, cleanliness, and maintenance issues."
"ev-117","capacity",4
"park-118","enclosed",2
"park-118","attended",2
"park-118","capacity",117
"park-118","capacity-accessible",6
"park-118","operator","Republic Parking System"
"park-118","owner","MBTA"
"park-118","contact","MBTA Customer Support"
"park-118","contact-url","http://www.parkmbta.com/"
"park-118","contact-phone","617-222-3200"
"park-118","address","225 North Ave, Wakefield, MA 01880"
"park-118","municipality","Wakefield"
"park-118","payment-form-accepted","invoice"
"park-118","payment-form-accepted","mobile-app"
"park-118","payment-app","PayByPhone"
"park-118","payment-app-url","https://www.paybyphone.com/"
"park-118","payment-app-id","4246"
"park-118","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-118","fee-monthly","$70"
"park-118","weekday-typical-utilization",107
"park-118","weekday-utilization-summary","Arrive before a certain time"
"park-118","weekday-arrive-before","07:30:00"
"park-119","enclosed",2
"park-119","attended",2
"park-119","capacity",343
"park-119","capacity-accessible",4
"park-119","operator","Republic Parking System"
"park-119","owner","MBTA"
"park-119","contact","MBTA Customer Support"
"park-119","contact-url","http://www.parkmbta.com/"
"park-119","contact-phone","617-222-3200"
"park-119","address","275 West St, Walpole, MA 02081"
"park-119","municipality","Walpole"
"park-119","payment-form-accepted","invoice"
